Epoch	Time(sec)	Loss_train	MAE_dev	MAE_test
1	41.64169081207365	179.57083854079247	0.5347554008625859	0.5255054365380472
2	95.18302388582379	131.0197248160839	0.4562007108373055	0.44695074661684564
3	147.52897901367396	95.01419486105442	0.3872838835224611	0.37803391914015566
4	222.7525330549106	68.03301203250885	0.3260432068044922	0.3167932405643343
5	332.48372782673687	47.77820236980915	0.2711804153055721	0.2619304527644203
6	443.5196666456759	32.64792367443442	0.22180635442487948	0.21255638999685073
7	555.016077217646	21.513646829873323	0.17735960284764363	0.1681096385137315
8	665.6761382799596	13.514979725703597	0.13755871691025287	0.12830904767162823
9	775.7990254405886	7.991205480881035	0.10241544975662532	0.0931603701336208
10	885.7984156357124	4.409627912566066	0.07250591945579214	0.06328261780062677
11	995.9791174428537	2.2716418345225975	0.04929823204600642	0.03953743204608117
12	1106.583740754053	1.1385578350163996	0.03410251329661294	0.02313204766902685
13	1217.0858341874555	0.6383081192616373	0.026094523058133274	0.015491307938949445
14	1327.1252789115533	0.4672481123707257	0.022921556323719675	0.014329758228484904
15	1438.1275229956955	0.4260862054361496	0.021970084855143866	0.014986531827957584
16	1548.7346512209624	0.41987143363803625	0.021737656864224453	0.015383404006135061
17	1658.2032490596175	0.41932276895386167	0.021665564630923305	0.015546498370525944
18	1768.4660615464672	0.4192389173840638	0.02165979190069647	0.015560989938537549
19	1878.6581573644653	0.41913979101809673	0.021656944336607732	0.015568138318426768
20	1988.4388782102615	0.41911743677337654	0.021646950917141115	0.015593385666387304
21	2099.287570605986	0.4191520499298349	0.021695314787488935	0.015475989195649641
22	2209.4054211657494	0.4192738067940809	0.021638196974851656	0.015615680847044724
23	2320.4632061375305	0.41928044956875965	0.021802712676714495	0.015254405449810805
24	2430.9230693271384	0.41933922641328536	0.02171968864272106	0.015421837099711583
25	2540.8663753848523	0.41923927058815025	0.021677924011457222	0.015516253099715938
26	2651.2189864069223	0.4192068480188027	0.02161043656618579	0.015691551793917277
27	2762.396036288701	0.419340090273181	0.021662441148436865	0.015554339401910864
28	2871.600993138738	0.4191707548452541	0.02168545961724903	0.015498584002368615
29	2979.421855306253	0.41919587628217414	0.021566013476837315	0.015829491099249835
30	3089.6166209327057	0.4194677133928053	0.02161152193666696	0.015688497624915167
31	3200.1557325804606	0.4195054492302006	0.021742253178737465	0.015373773663243696
32	3310.448569823988	0.4191518775187433	0.021659901836933053	0.01556071396020723
33	3419.357143305242	0.4193945829756558	0.021768335368619475	0.015320819557151416
34	3529.245563527569	0.4193020925158635	0.021659681964459887	0.015561265916867866
35	3640.5162754105404	0.41913544153794646	0.0216551982904973	0.015572521503672996
36	3750.5712618315592	0.4191386675229296	0.021569390702347955	0.01581826857802239
37	3859.986748323776	0.4192954538448248	0.021708157754207775	0.01544731130883974
38	3969.9079305361956	0.4192769009678159	0.021618941633215958	0.015667619033136466
39	4080.7585322661325	0.41941931468318217	0.021752181961183985	0.015353343403612245
40	4192.021268013865	0.41930861814762466	0.021606177585429733	0.015704058941069656
41	4302.567100347951	0.41938083770219237	0.02170671901221278	0.015450519896680746
42	4412.164153399877	0.4191366034501698	0.021816367462771245	0.015229318579803367
43	4522.951622648165	0.41936728681321256	0.021614198384317582	0.01568096625789155
44	4633.380470977165	0.4192515475442633	0.021650975445645034	0.015583135702760757
45	4744.373093069531	0.4194175134471152	0.021655278048159133	0.015572321284100021
46	4855.313859608956	0.41918775608064607	0.021687692016566947	0.015493465812638753
47	4965.853480555117	0.4193027959554456	0.021678838163598595	0.015514017192861428
48	5077.003583968617	0.4193447234283667	0.021741649160442824	0.015375039221393294
49	5187.910819916986	0.4193103552388493	0.021736826639875244	0.015385143518332716
50	5299.66516053956	0.41938553168438375	0.02167153806826869	0.01553187235334075
51	5411.920799710788	0.41914395018829964	0.021738301792124708	0.015382052732891666
52	5524.059012703598	0.41941679175943136	0.021909891367585706	0.01507342712821084
53	5637.508916821331	0.4193171365186572	0.021641576975223453	0.015607072414818466
54	5753.364983536303	0.4194153902644757	0.021717039308756167	0.015427667240207369
55	5870.161218716763	0.4191915820701979	0.021689942789541804	0.015488305497890537
56	5987.902055629529	0.41934500986826606	0.021619631233245434	0.015665678539019106
