Epoch	Time(sec)	Loss_train	MAE_dev	MAE_test
1	115.24664847180247	116.87785105407238	0.3316641426412511	0.27647930962977635
2	228.58141101431102	36.20173286180943	0.08964328540720316	0.05877214263272954
3	340.09052658546716	2.0395174497389235	0.04549992704541833	0.14019190579858942
4	451.8783837771043	1.794358005747199	0.045319458110153144	0.13897603238639508
5	564.7790857739747	1.7770885595818982	0.04505075802096949	0.13914184201215868
6	677.160754119046	1.7538874468300492	0.04475240572986449	0.13681449888591093
7	790.0652057519183	1.725911054876633	0.04430982195062471	0.1368413620686419
8	902.4984264615923	1.5788218952948228	0.03968260183292042	0.10297770330652029
9	1016.2288372768089	1.0304731434443966	0.030827621283612976	0.08220451836607894
10	1129.1062658522278	0.670180872984929	0.026863726917646928	0.07333607318373116
11	1242.585292561911	0.5180008385214023	0.02331936937581203	0.04708636015549719
12	1354.8013321347535	0.4354351439396851	0.021949526880865818	0.050733562993530996
13	1467.1976994192228	0.37898792134365067	0.020518727279590324	0.04230733068229897
14	1580.1453764103353	0.335456857457757	0.019458023496638437	0.03649547492996658
15	1693.4737022584304	0.3027587356918957	0.01843557365071239	0.036207470312468355
16	1806.756118511781	0.27651630592299625	0.017753449285234854	0.03585914274864902
17	1919.3367541050538	0.25462489160418045	0.016951699657103577	0.030301661859497377
18	2033.4693299056962	0.23687102492840495	0.016472886208207718	0.024694223337210174
19	2145.9064276833087	0.21790740641881712	0.01575097128365415	0.022675200811978366
20	2259.137303479947	0.20080635072372388	0.015078119847503173	0.023395892887400717
21	2371.5544040519744	0.18799873866373673	0.014773317389767069	0.017374133492884282
22	2484.4500170694664	0.17911782686132938	0.014278602940378233	0.016976237534333822
23	2596.57345982641	0.16856267914408818	0.014539583703122841	0.014417372828757541
24	2709.5194130809978	0.16160133464290993	0.013725759984686801	0.015466393768455572
25	2824.972099998966	0.15561736883682897	0.013386197872388851	0.01369043652303804
26	2937.3004111330956	0.14926312171155587	0.013127387767413417	0.012555710065030869
27	3050.271681273356	0.14375758467213018	0.01301564998097516	0.012249345863775726
28	3163.970806355588	0.13877010186843108	0.013002427007968642	0.012288295421287954
29	3277.450588069856	0.13527532249281649	0.012785100212383394	0.012166404001788055
30	3390.2488758182153	0.13252290906530106	0.012365170837042442	0.011639674949265768
31	3504.815952513367	0.13058872725378023	0.01281702384686559	0.012607583385763533
32	3617.8224425101653	0.12620644781782175	0.012204478315630037	0.013314032413953543
33	3730.410170663148	0.1236241447768407	0.012251197696535572	0.014225370390824584
34	3843.7112361574546	0.12072540214285254	0.011793892585899267	0.012430544595255744
35	3955.396116490476	0.11801712967280764	0.011792577214077064	0.011667439888703932
36	4067.5517553798854	0.11567456052580383	0.011823508440519829	0.011612967224689321
37	4179.32718419563	0.11435509110015118	0.011421951173566113	0.011174979645112758
38	4291.820532344282	0.11300269997445866	0.011464997995169899	0.011387278884146087
39	4407.669167466462	0.11079865283682011	0.01137581305210427	0.011546278439607685
40	4519.086674793623	0.11002063976775389	0.01122340842387514	0.011277759235354363
41	4631.381181658246	0.10859069516300224	0.011098813767974395	0.011348866492924074
42	4743.977500360459	0.10635608270968078	0.011427500890199699	0.01243947588568633
43	4855.883429820649	0.10585730251477798	0.011017137659134122	0.011190738885191322
44	4968.997273669578	0.10448695073864656	0.010956425645140277	0.011171173537473064
45	5081.1224100310355	0.10411699730320834	0.01094302975175572	0.011170485327980113
46	5192.43362865597	0.10282964954240015	0.011017794465094507	0.01217039659674709
47	5305.791590940207	0.10196104377973825	0.010974786008562675	0.0107686942839176
48	5418.638388508931	0.10096482199151069	0.010902274400765119	0.011904828673658243
49	5534.420687513426	0.1007359386094322	0.01079271865378735	0.010576247762771645
50	5650.587945285253	0.09933119437118876	0.010878469903902177	0.012692895098275684
51	5766.113836644217	0.09848822118510725	0.010613324118007477	0.010585516623450378
52	5882.5853561181575	0.09894777748559136	0.011052831332830037	0.01106144240509084
53	5999.198844176717	0.09723735297302483	0.011062846171215513	0.012889792230384403
54	6114.404029571451	0.09571087512085796	0.010456621088197789	0.010669999488986238
55	6230.1459654336795	0.09486449053656543	0.010515820814641011	0.010441140361522456
56	6347.062832846306	0.0945329244932509	0.010462087529406701	0.010411901715710914
